Serial No.,Student ID,Credits,CGPA,Course Difficulty,PASS/FAIL
990,990,4,0,2.5,0
991,991,5,8,6.5,0
992,992,3,3,3.0,0
993,993,3,3,1.5,1
994,994,5,0,5.0,0
995,995,5,4,6.5,0
996,996,1,0,-0.5,1
997,997,3,10,3.0,1
998,998,1,5,2.5,1
999,999,4,10,2.5,1
1000,1000,1,1,1.0,0
1001,1001,3,5,0.0,1
1002,1002,3,10,4.5,1
1003,1003,5,1,3.5,0
1004,1004,2,0,3.5,0
1005,1005,5,0,8.0,0
1006,1006,3,0,4.5,0
1007,1007,4,3,2.5,0
1008,1008,4,4,5.5,0
1009,1009,5,1,3.5,0
1010,1010,4,7,7.0,0
1011,1011,1,0,1.0,0
1012,1012,2,5,3.5,0
1013,1013,5,1,5.0,0
1014,1014,1,8,2.5,1
1015,1015,1,10,-2.0,1
1016,1016,1,10,-2.0,1
1017,1017,1,8,1.0,1
1018,1018,4,10,2.5,1
1019,1019,5,10,5.0,1
1020,1020,3,3,6.0,0
1021,1021,1,2,4.0,0
1022,1022,4,9,4.0,1
1023,1023,3,7,3.0,1
1024,1024,5,2,6.5,0
1025,1025,3,4,1.5,1
1026,1026,4,7,5.5,0
1027,1027,4,6,5.5,0
1028,1028,5,6,2.0,1
1029,1029,3,9,6.0,0
1030,1030,3,5,3.0,1
1031,1031,2,4,0.5,1
1032,1032,3,4,4.5,0
1033,1033,1,9,2.5,1
1034,1034,5,3,5.0,0
1035,1035,3,8,4.5,0
1036,1036,2,5,2.0,1
1037,1037,2,2,-1.0,1
1038,1038,3,6,3.0,1
1039,1039,3,4,1.5,1
1040,1040,3,0,3.0,0
1041,1041,2,3,2.0,1
1042,1042,2,7,5.0,0
1043,1043,4,0,4.0,0
1044,1044,5,6,6.5,0
1045,1045,1,1,-0.5,1
1046,1046,3,3,0.0,1
1047,1047,1,1,4.0,0
1048,1048,1,0,1.0,0
1049,1049,4,1,4.0,0
1050,1050,2,4,-1.0,1
1051,1051,3,8,4.5,0
1052,1052,5,9,5.0,1
1053,1053,5,8,5.0,0
1054,1054,5,0,6.5,0
1055,1055,4,1,4.0,0
1056,1056,5,0,2.0,0
1057,1057,1,7,4.0,0
1058,1058,2,4,-1.0,1
1059,1059,1,7,-0.5,1
1060,1060,2,8,2.0,1
1061,1061,3,9,3.0,1
1062,1062,4,2,5.5,0
1063,1063,1,4,2.5,1
1064,1064,2,9,2.0,1
1065,1065,5,0,5.0,0
1066,1066,1,10,2.5,1
1067,1067,2,5,3.5,1
1068,1068,2,3,2.0,1
1069,1069,1,3,1.0,1
1070,1070,1,9,2.5,1
1071,1071,3,2,4.5,0
1072,1072,5,9,2.0,1
1073,1073,3,0,1.5,0
1074,1074,1,7,1.0,1
1075,1075,4,6,2.5,1
1076,1076,1,3,1.0,1
1077,1077,1,4,1.0,1
1078,1078,1,2,1.0,1
1079,1079,3,2,3.0,0
1080,1080,2,4,5.0,0
1081,1081,2,6,5.0,0
1082,1082,4,1,7.0,0
1083,1083,4,1,4.0,0
1084,1084,4,7,4.0,0
1085,1085,3,3,0.0,1
1086,1086,3,6,4.5,0
1087,1087,1,2,1.0,1
1088,1088,1,7,2.5,1
1089,1089,4,7,2.5,1
1090,1090,5,6,5.0,0
1091,1091,5,6,5.0,0
1092,1092,4,6,7.0,0
1093,1093,2,1,0.5,1
1094,1094,5,9,6.5,0
1095,1095,5,7,3.5,1
1096,1096,4,5,5.5,0
1097,1097,2,0,-1.0,1
1098,1098,5,10,6.5,1
1099,1099,3,10,3.0,1
1100,1100,3,2,3.0,0
1101,1101,3,0,0.0,1
1102,1102,1,0,1.0,0
1103,1103,5,7,3.5,1
1104,1104,5,7,5.0,0
1105,1105,5,9,6.5,0
1106,1106,5,8,3.5,1
1107,1107,5,3,3.5,0
1108,1108,5,8,3.5,1
1109,1109,4,6,1.0,1
1110,1110,4,4,1.0,1
1111,1111,1,7,4.0,0
1112,1112,3,0,4.5,0
1113,1113,1,8,-0.5,1
1114,1114,1,2,1.0,1
1115,1115,2,1,0.5,1
1116,1116,5,2,5.0,0
1117,1117,3,2,4.5,0
1118,1118,3,2,4.5,0
1119,1119,5,5,6.5,0
1120,1120,4,5,7.0,0
1121,1121,4,10,5.5,1
1122,1122,2,3,3.5,0
1123,1123,4,10,5.5,0
1124,1124,2,5,2.0,1
1125,1125,1,9,1.0,1
1126,1126,5,0,5.0,0
1127,1127,5,10,3.5,1
1128,1128,2,10,2.0,1
1129,1129,4,3,7.0,0
1130,1130,5,7,3.5,1
1131,1131,2,10,3.5,1
1132,1132,2,4,0.5,1
1133,1133,4,9,4.0,1
1134,1134,1,7,-0.5,1
1135,1135,3,10,1.5,1
1136,1136,3,8,3.0,1
1137,1137,4,9,1.0,1
1138,1138,5,7,3.5,1
1139,1139,1,6,1.0,1
1140,1140,1,0,1.0,0
1141,1141,3,0,1.5,0
1142,1142,1,4,2.5,1
1143,1143,1,2,1.0,1
1144,1144,3,10,6.0,0
1145,1145,5,6,6.5,0
1146,1146,5,10,6.5,0
1147,1147,2,8,2.0,1
1148,1148,1,5,2.5,1
1149,1149,3,0,3.0,0
1150,1150,3,1,3.0,0
1151,1151,1,0,1.0,0
1152,1152,2,2,3.5,0
1153,1153,2,10,5.0,1
1154,1154,4,4,2.5,1
1155,1155,1,0,1.0,1
1156,1156,5,10,8.0,0
1157,1157,3,7,1.5,1
1158,1158,5,10,3.5,1
1159,1159,4,0,5.5,0
1160,1160,5,2,8.0,0
1161,1161,1,5,-0.5,1
1162,1162,4,6,4.0,0
1163,1163,3,7,0.0,1
1164,1164,4,5,4.0,1
1165,1165,3,7,1.5,1
1166,1166,5,1,6.5,0
1167,1167,1,0,4.0,0
1168,1168,2,6,3.5,1
1169,1169,2,3,3.5,0
1170,1170,2,3,2.0,1
1171,1171,5,4,6.5,0
1172,1172,2,9,3.5,1
1173,1173,4,1,4.0,0
1174,1174,4,7,2.5,1
1175,1175,5,4,6.5,0
1176,1176,3,3,1.5,1
1177,1177,2,8,5.0,0
1178,1178,5,9,5.0,0
1179,1179,2,8,0.5,1
1180,1180,3,7,1.5,1
1181,1181,3,2,4.5,0
1182,1182,1,6,1.0,1
1183,1183,1,7,1.0,1
1184,1184,3,9,4.5,1
1185,1185,5,6,5.0,0
1186,1186,1,6,4.0,0
1187,1187,3,6,1.5,1
1188,1188,5,9,3.5,1
1189,1189,1,9,1.0,1
1190,1190,2,5,5.0,0
1191,1191,3,10,1.5,1
1192,1192,5,5,5.0,0
1193,1193,2,1,3.5,0
1194,1194,3,0,4.5,0
1195,1195,3,1,6.0,0
1196,1196,2,7,2.0,1
1197,1197,5,10,5.0,1
1198,1198,1,4,-2.0,1
1199,1199,2,6,3.5,1
1200,1200,5,7,3.5,1
1201,1201,1,7,-0.5,1
1202,1202,5,8,5.0,1
1203,1203,2,5,-1.0,1
1204,1204,2,10,2.0,1
1205,1205,2,7,0.5,1
1206,1206,1,10,2.5,1
1207,1207,5,0,5.0,0
1208,1208,4,8,4.0,1
1209,1209,3,4,1.5,1
1210,1210,3,6,3.0,1
1211,1211,3,8,3.0,1
1212,1212,1,7,2.5,1
1213,1213,3,2,3.0,0
1214,1214,2,5,2.0,1
1215,1215,1,0,-2.0,1
1216,1216,3,5,6.0,0
1217,1217,3,2,4.5,0
1218,1218,5,0,2.0,0
1219,1219,3,5,1.5,1
1220,1220,5,3,5.0,0
1221,1221,4,3,2.5,1
1222,1222,1,3,1.0,1
1223,1223,4,5,2.5,1
1224,1224,1,9,-0.5,1
1225,1225,2,5,3.5,0
1226,1226,4,5,4.0,1
1227,1227,4,0,5.5,0
1228,1228,4,7,4.0,0
1229,1229,2,1,3.5,0
1230,1230,2,3,2.0,0
1231,1231,2,9,3.5,1
1232,1232,5,8,8.0,0
1233,1233,3,4,4.5,0
1234,1234,2,0,0.5,1
1235,1235,2,10,3.5,1
1236,1236,3,2,3.0,0
1237,1237,5,4,3.5,1
1238,1238,4,8,7.0,0
1239,1239,1,1,-0.5,1
1240,1240,1,10,2.5,1
1241,1241,3,8,4.5,1
1242,1242,5,10,5.0,1
1243,1243,1,2,-0.5,1
1244,1244,1,2,1.0,1
1245,1245,2,3,3.5,0
1246,1246,4,3,2.5,0
1247,1247,1,9,-2.0,1
1248,1248,1,8,2.5,1
1249,1249,5,4,6.5,0
1250,1250,3,8,3.0,1
1251,1251,2,7,3.5,1
1252,1252,3,7,3.0,1
1253,1253,3,9,4.5,1
1254,1254,5,4,8.0,0
1255,1255,2,5,5.0,0
1256,1256,5,7,6.5,0
1257,1257,4,10,7.0,0
1258,1258,5,0,3.5,0
1259,1259,2,1,3.5,0
1260,1260,1,1,-0.5,1
1261,1261,4,7,4.0,1
1262,1262,3,8,1.5,1
1263,1263,2,7,5.0,1
1264,1264,1,2,-0.5,1
1265,1265,4,1,5.5,0
1266,1266,2,3,5.0,0
1267,1267,2,10,5.0,1
1268,1268,3,1,1.5,0
1269,1269,1,3,-0.5,1
1270,1270,4,9,5.5,0
1271,1271,4,6,4.0,0
1272,1272,3,0,0.0,1
1273,1273,2,1,0.5,1
1274,1274,1,10,-2.0,1
1275,1275,2,4,0.5,1
1276,1276,5,2,8.0,0
1277,1277,3,9,4.5,1
1278,1278,3,5,3.0,0
1279,1279,4,3,4.0,0
1280,1280,5,9,3.5,1
1281,1281,2,9,2.0,1
1282,1282,3,4,1.5,1
1283,1283,1,5,1.0,1
1284,1284,3,9,1.5,1
1285,1285,4,5,4.0,0
1286,1286,4,6,7.0,0
1287,1287,2,6,2.0,1
1288,1288,3,2,3.0,0
1289,1289,4,4,4.0,0
1290,1290,2,3,3.5,0
1291,1291,4,3,7.0,0
1292,1292,4,4,2.5,0
1293,1293,2,3,5.0,0
1294,1294,3,2,4.5,0
1295,1295,3,5,6.0,0
1296,1296,3,10,3.0,1
1297,1297,2,7,3.5,1
1298,1298,3,0,0.0,1
1299,1299,1,7,1.0,1
1300,1300,4,3,2.5,0
1301,1301,4,7,5.5,0
1302,1302,5,3,5.0,0
1303,1303,1,4,-0.5,1
1304,1304,5,9,5.0,1
1305,1305,1,6,1.0,1
1306,1306,3,9,0.0,1
1307,1307,5,5,5.0,0
1308,1308,2,2,3.5,0
1309,1309,5,4,6.5,0
1310,1310,4,10,5.5,0
1311,1311,2,4,0.5,1
1312,1312,1,3,-2.0,1
1313,1313,1,4,4.0,0
1314,1314,4,10,1.0,1
1315,1315,3,7,1.5,1
1316,1316,1,0,-2.0,1
1317,1317,5,8,5.0,0
1318,1318,1,0,-0.5,1
1319,1319,3,2,6.0,0
1320,1320,3,6,3.0,1
1321,1321,2,5,5.0,0
1322,1322,4,4,1.0,1
1323,1323,4,9,2.5,1
1324,1324,5,10,3.5,1
1325,1325,5,7,6.5,0
1326,1326,1,2,2.5,1
1327,1327,4,2,4.0,0
1328,1328,3,1,3.0,0
1329,1329,4,8,4.0,1
1330,1330,2,0,0.5,0
1331,1331,2,9,3.5,1
1332,1332,1,1,-2.0,1
1333,1333,3,6,1.5,1
1334,1334,4,4,4.0,0
1335,1335,2,9,5.0,1
1336,1336,4,1,4.0,0
1337,1337,4,7,4.0,0
1338,1338,3,0,0.0,1
1339,1339,3,2,1.5,1
1340,1340,3,1,6.0,0
1341,1341,3,6,1.5,1
1342,1342,2,5,2.0,1
1343,1343,4,3,4.0,0
1344,1344,1,3,2.5,0
1345,1345,3,5,3.0,1
1346,1346,1,10,-0.5,1
1347,1347,4,9,4.0,1
1348,1348,5,6,5.0,0
1349,1349,4,8,4.0,1
1350,1350,5,7,5.0,0
1351,1351,5,7,5.0,0
1352,1352,4,8,5.5,0
1353,1353,2,0,3.5,0
1354,1354,2,0,5.0,0
1355,1355,4,7,4.0,0
1356,1356,5,4,3.5,0
1357,1357,4,3,4.0,0
1358,1358,3,4,6.0,0
1359,1359,4,10,7.0,0
1360,1360,2,4,5.0,0
1361,1361,3,1,4.5,0
1362,1362,3,2,4.5,0
1363,1363,3,5,3.0,0
1364,1364,4,0,4.0,0
1365,1365,5,8,8.0,0
1366,1366,3,3,3.0,1
1367,1367,3,5,1.5,1
1368,1368,1,1,-0.5,1
1369,1369,4,0,4.0,0
1370,1370,4,10,4.0,1
1371,1371,1,0,2.5,0
1372,1372,2,3,2.0,1
1373,1373,4,1,5.5,0
1374,1374,1,0,-0.5,1
1375,1375,2,6,3.5,1
1376,1376,4,6,4.0,1
1377,1377,3,2,3.0,0
1378,1378,3,7,1.5,1
1379,1379,2,6,2.0,1
1380,1380,1,4,2.5,0
1381,1381,2,6,5.0,0
1382,1382,4,2,2.5,0
1383,1383,2,10,0.5,1
1384,1384,1,1,2.5,0
1385,1385,5,10,5.0,1
1386,1386,3,0,1.5,0
1387,1387,3,6,4.5,1
1388,1388,3,9,0.0,1
1389,1389,1,6,-0.5,1
1390,1390,4,1,1.0,0
1391,1391,3,9,3.0,1
1392,1392,4,1,4.0,0
1393,1393,1,10,1.0,1
1394,1394,3,10,3.0,1
1395,1395,2,2,5.0,0
1396,1396,2,1,2.0,0
1397,1397,5,9,2.0,1
1398,1398,5,6,8.0,0
1399,1399,4,1,2.5,0
1400,1400,1,6,2.5,1
1401,1401,3,4,1.5,1
1402,1402,3,2,3.0,0
1403,1403,3,4,0.0,1
1404,1404,3,8,1.5,1
1405,1405,4,0,1.0,1
1406,1406,1,0,1.0,0
1407,1407,4,0,5.5,0
1408,1408,1,8,1.0,1
1409,1409,1,2,1.0,1
1410,1410,3,8,6.0,0
1411,1411,2,4,-1.0,1
1412,1412,2,8,-1.0,1
1413,1413,3,0,3.0,0
1414,1414,1,5,1.0,1
1415,1415,5,6,2.0,1
1416,1416,5,0,2.0,0
1417,1417,1,6,2.5,1
1418,1418,3,6,0.0,1
1419,1419,3,6,3.0,1
1420,1420,4,4,5.5,0
1421,1421,5,1,5.0,0
1422,1422,2,7,-1.0,1
1423,1423,1,0,1.0,0
1424,1424,3,2,6.0,0
1425,1425,4,9,2.5,1
1426,1426,5,2,8.0,0
1427,1427,2,6,5.0,0
1428,1428,2,4,3.5,0
1429,1429,2,8,3.5,1
1430,1430,4,5,1.0,1
1431,1431,2,2,2.0,1
1432,1432,3,3,0.0,1
1433,1433,4,1,5.5,0
1434,1434,3,0,3.0,0
1435,1435,1,8,-0.5,1
1436,1436,2,6,2.0,1
1437,1437,1,1,-2.0,1
1438,1438,1,3,1.0,1
1439,1439,3,1,1.5,0
1440,1440,3,8,3.0,1
1441,1441,1,5,4.0,1
1442,1442,5,4,5.0,0
1443,1443,1,5,2.5,1
1444,1444,5,3,5.0,0
1445,1445,2,1,0.5,1
1446,1446,5,0,5.0,0
1447,1447,1,6,-2.0,1
1448,1448,4,8,7.0,0
1449,1449,1,4,1.0,1
1450,1450,2,2,0.5,1
1451,1451,3,9,1.5,1
1452,1452,2,0,0.5,0
1453,1453,3,7,3.0,1
1454,1454,4,5,4.0,0
1455,1455,3,3,4.5,0
1456,1456,5,1,3.5,0
1457,1457,2,7,2.0,1
1458,1458,4,3,7.0,0
1459,1459,5,2,3.5,0
1460,1460,5,1,5.0,0
1461,1461,1,5,4.0,0
1462,1462,5,4,6.5,0
1463,1463,4,1,7.0,0
1464,1464,5,3,6.5,0
1465,1465,3,3,6.0,0
1466,1466,4,10,2.5,1
1467,1467,1,6,-0.5,1
1468,1468,1,7,1.0,1
1469,1469,2,0,2.0,0
1470,1470,3,4,3.0,0
1471,1471,5,4,5.0,0
1472,1472,1,0,-2.0,1
1473,1473,5,2,5.0,0
1474,1474,5,6,6.5,0
1475,1475,5,7,8.0,0
1476,1476,5,9,8.0,0
1477,1477,2,6,2.0,1
1478,1478,5,1,5.0,0
1479,1479,1,3,-0.5,1
1480,1480,2,8,5.0,0
1481,1481,4,4,2.5,1
1482,1482,4,1,5.5,0
1483,1483,2,6,2.0,1
1484,1484,1,7,1.0,1
1485,1485,4,4,4.0,0
1486,1486,4,1,5.5,0
1487,1487,2,10,0.5,1
1488,1488,1,8,2.5,1
1489,1489,2,4,3.5,0
1490,1490,4,4,5.5,0
1491,1491,3,7,3.0,1
1492,1492,3,0,6.0,0
1493,1493,1,7,2.5,1
1494,1494,2,3,3.5,0
1495,1495,1,2,1.0,1
1496,1496,2,10,2.0,1
1497,1497,2,10,3.5,1
1498,1498,4,6,4.0,0
1499,1499,5,3,5.0,0
1500,1500,1,6,1.0,1
1501,1501,1,6,2.5,1
1502,1502,4,6,1.0,1
1503,1503,5,5,2.0,1
1504,1504,1,5,1.0,1
1505,1505,4,8,4.0,1
1506,1506,3,2,4.5,0
1507,1507,2,5,2.0,1
1508,1508,2,9,2.0,1
1509,1509,4,4,4.0,0
1510,1510,5,6,5.0,0
1511,1511,5,2,8.0,0
1512,1512,2,7,2.0,1
1513,1513,3,5,1.5,1
1514,1514,2,2,3.5,0
1515,1515,1,1,1.0,0
1516,1516,4,6,1.0,1
1517,1517,5,7,6.5,0
1518,1518,1,0,2.5,0
1519,1519,3,2,1.5,0
1520,1520,1,5,1.0,1
1521,1521,2,8,-1.0,1
1522,1522,4,0,4.0,0
1523,1523,1,1,1.0,1
1524,1524,2,6,3.5,1
1525,1525,5,9,5.0,1
1526,1526,2,0,2.0,0
1527,1527,1,1,1.0,0
1528,1528,5,1,8.0,0
1529,1529,2,3,3.5,0
1530,1530,1,4,-0.5,1
1531,1531,3,9,4.5,1
1532,1532,1,1,1.0,1
1533,1533,3,2,0.0,1
1534,1534,1,3,2.5,1
1535,1535,3,3,3.0,0
1536,1536,1,7,1.0,1
1537,1537,4,10,5.5,1
1538,1538,3,4,1.5,1
1539,1539,4,9,5.5,1
1540,1540,3,2,0.0,1
1541,1541,3,1,1.5,1
1542,1542,4,7,4.0,0
1543,1543,5,2,3.5,0
1544,1544,2,9,5.0,0
1545,1545,4,2,7.0,0
1546,1546,2,4,5.0,0
1547,1547,4,4,4.0,0
1548,1548,4,4,7.0,0
1549,1549,5,9,5.0,0
1550,1550,4,0,1.0,0
1551,1551,2,0,-1.0,1
1552,1552,4,1,4.0,0
1553,1553,4,6,7.0,0
1554,1554,3,9,3.0,1
1555,1555,5,8,5.0,0
1556,1556,3,3,1.5,1
1557,1557,3,10,1.5,1
1558,1558,5,3,8.0,0
1559,1559,5,4,6.5,0
1560,1560,5,10,8.0,0
1561,1561,1,0,2.5,0
1562,1562,4,4,4.0,0
1563,1563,3,0,6.0,0
1564,1564,4,7,7.0,0
1565,1565,5,1,8.0,0
1566,1566,2,6,3.5,1
1567,1567,2,0,3.5,0
1568,1568,2,8,3.5,1
1569,1569,1,1,2.5,0
1570,1570,1,5,-2.0,1
1571,1571,5,5,6.5,0
1572,1572,1,1,-0.5,1
1573,1573,2,10,0.5,1
1574,1574,5,4,5.0,0
1575,1575,5,5,6.5,0
1576,1576,2,4,2.0,1
1577,1577,2,1,2.0,0
1578,1578,4,3,2.5,0
1579,1579,5,1,3.5,0
1580,1580,5,5,6.5,0
1581,1581,3,6,4.5,1
1582,1582,5,9,5.0,1
1583,1583,3,3,3.0,1
1584,1584,4,9,5.5,0
1585,1585,1,6,2.5,1
1586,1586,1,4,-0.5,1
1587,1587,4,7,4.0,0
1588,1588,4,5,5.5,0
1589,1589,2,5,2.0,1
1590,1590,2,1,2.0,0
1591,1591,1,5,4.0,1
1592,1592,5,3,5.0,0
1593,1593,3,2,1.5,0
1594,1594,3,5,4.5,0
1595,1595,5,5,5.0,0
1596,1596,2,8,0.5,1
1597,1597,4,10,5.5,1
1598,1598,4,2,2.5,0
1599,1599,1,2,1.0,1
1600,1600,3,9,4.5,1
1601,1601,4,4,7.0,0
1602,1602,1,9,4.0,1
1603,1603,2,7,3.5,1
1604,1604,5,5,5.0,0
1605,1605,4,9,7.0,0
1606,1606,3,10,6.0,0
1607,1607,2,9,5.0,1
1608,1608,3,1,1.5,0
1609,1609,4,1,5.5,0
1610,1610,1,7,1.0,1
1611,1611,4,5,2.5,1
1612,1612,2,10,2.0,1
1613,1613,2,0,-1.0,1
1614,1614,3,4,1.5,1
1615,1615,4,8,5.5,0
1616,1616,5,10,3.5,1
1617,1617,3,0,6.0,0
1618,1618,3,0,1.5,1
1619,1619,4,7,5.5,0
1620,1620,1,6,-0.5,1
1621,1621,1,2,-0.5,1
1622,1622,2,2,5.0,0
1623,1623,3,10,3.0,1
1624,1624,5,9,3.5,1
1625,1625,4,0,4.0,0
1626,1626,2,10,2.0,1
1627,1627,5,4,5.0,0
1628,1628,2,6,3.5,0
1629,1629,2,10,2.0,1
1630,1630,1,1,2.5,0
1631,1631,3,4,4.5,0
1632,1632,2,10,2.0,1
1633,1633,5,4,3.5,0
1634,1634,1,9,-0.5,1
1635,1635,2,3,3.5,0
1636,1636,4,9,1.0,1
1637,1637,3,7,4.5,0
1638,1638,3,7,3.0,1
1639,1639,1,2,1.0,1
1640,1640,1,1,-0.5,1
1641,1641,3,9,4.5,1
1642,1642,2,7,0.5,1
1643,1643,1,0,-0.5,1
1644,1644,4,2,1.0,1
1645,1645,4,6,2.5,1
1646,1646,2,0,5.0,0
1647,1647,4,9,2.5,1
1648,1648,3,8,6.0,0
1649,1649,2,10,0.5,1
1650,1650,2,8,3.5,1
1651,1651,3,0,6.0,0
1652,1652,1,2,2.5,1
1653,1653,4,8,1.0,1
1654,1654,1,9,-2.0,1
1655,1655,3,1,1.5,0
1656,1656,1,0,-0.5,1
1657,1657,5,5,5.0,0
1658,1658,2,10,2.0,1
1659,1659,1,9,-0.5,1
1660,1660,4,9,7.0,0
1661,1661,1,6,1.0,1
1662,1662,2,4,2.0,1
1663,1663,5,10,6.5,1
1664,1664,2,8,-1.0,1
1665,1665,3,10,4.5,1
1666,1666,5,6,3.5,0
1667,1667,5,0,5.0,0
1668,1668,1,8,-0.5,1
1669,1669,2,2,5.0,0
1670,1670,3,1,6.0,0
1671,1671,1,8,1.0,1
1672,1672,1,6,1.0,1
1673,1673,4,1,2.5,0
1674,1674,2,8,5.0,1
1675,1675,5,3,3.5,0
1676,1676,1,0,1.0,0
1677,1677,1,0,2.5,0
1678,1678,3,5,4.5,0
1679,1679,2,9,2.0,1
1680,1680,1,1,-0.5,1
1681,1681,3,9,0.0,1
1682,1682,2,5,-1.0,1
1683,1683,4,3,7.0,0
1684,1684,4,3,7.0,0
1685,1685,2,7,0.5,1
1686,1686,5,0,3.5,0
1687,1687,5,7,3.5,1
1688,1688,3,10,6.0,1
1689,1689,1,5,1.0,1
1690,1690,1,0,2.5,0
1691,1691,1,8,-2.0,1
1692,1692,3,10,0.0,1
1693,1693,2,6,3.5,1
1694,1694,3,9,1.5,1
1695,1695,3,9,1.5,1
1696,1696,2,2,3.5,0
1697,1697,3,1,1.5,1
1698,1698,4,10,2.5,1
1699,1699,4,1,4.0,0
1700,1700,3,5,0.0,1
1701,1701,4,6,2.5,1
1702,1702,3,5,0.0,1
1703,1703,4,3,4.0,0
1704,1704,3,0,4.5,0
1705,1705,2,8,0.5,1
1706,1706,4,2,2.5,0
1707,1707,3,9,4.5,1
1708,1708,5,6,5.0,0
1709,1709,2,7,0.5,1
1710,1710,4,5,4.0,1
1711,1711,3,3,1.5,1
1712,1712,3,1,1.5,0
1713,1713,4,2,2.5,0
1714,1714,2,8,2.0,1
1715,1715,5,4,3.5,1
1716,1716,4,0,5.5,0
1717,1717,4,4,7.0,0
1718,1718,4,1,7.0,0
1719,1719,1,0,-0.5,1
1720,1720,4,0,1.0,0
1721,1721,5,9,5.0,1
1722,1722,1,10,1.0,1
1723,1723,1,6,-0.5,1
1724,1724,3,2,6.0,0
1725,1725,3,3,3.0,1
1726,1726,1,10,-2.0,1
1727,1727,2,3,5.0,0
1728,1728,2,7,2.0,1
1729,1729,2,3,-1.0,1
1730,1730,5,1,3.5,0
1731,1731,3,7,1.5,1
1732,1732,3,6,1.5,1
1733,1733,1,6,2.5,1
1734,1734,3,1,0.0,1
1735,1735,4,0,5.5,0
1736,1736,4,8,2.5,1
1737,1737,2,5,0.5,1
1738,1738,3,0,0.0,1
1739,1739,4,10,5.5,1
1740,1740,4,0,2.5,0
1741,1741,5,1,8.0,0
1742,1742,2,8,3.5,1
1743,1743,4,6,5.5,0
1744,1744,4,3,2.5,0
1745,1745,4,2,4.0,0
1746,1746,3,10,4.5,1
1747,1747,4,7,4.0,1
1748,1748,1,9,-0.5,1
1749,1749,4,6,5.5,0
1750,1750,2,5,3.5,0
1751,1751,3,2,1.5,1
1752,1752,3,5,6.0,0
1753,1753,4,5,4.0,0
1754,1754,1,7,-0.5,1
1755,1755,5,8,2.0,1
1756,1756,2,1,2.0,0
1757,1757,1,0,-0.5,1
1758,1758,1,10,4.0,1
1759,1759,1,3,1.0,1
1760,1760,1,2,2.5,0
1761,1761,1,10,-0.5,1
1762,1762,3,1,4.5,0
1763,1763,4,0,4.0,0
1764,1764,2,1,0.5,1
1765,1765,1,2,1.0,1
1766,1766,4,9,4.0,1
1767,1767,4,5,4.0,1
1768,1768,5,1,3.5,0
1769,1769,2,4,0.5,1
1770,1770,1,0,-0.5,1
1771,1771,2,6,3.5,1
1772,1772,5,6,5.0,0
1773,1773,2,1,0.5,1
1774,1774,2,4,-1.0,1
1775,1775,5,4,6.5,0
1776,1776,3,7,1.5,1
1777,1777,4,2,2.5,0
1778,1778,2,5,2.0,1
1779,1779,2,5,0.5,1
1780,1780,3,5,3.0,1
1781,1781,4,9,2.5,1
1782,1782,1,9,-2.0,1
1783,1783,1,10,-0.5,1
1784,1784,4,4,4.0,0
1785,1785,5,2,8.0,0
1786,1786,4,10,7.0,0
1787,1787,2,3,-1.0,1
1788,1788,2,1,3.5,0
1789,1789,2,6,-1.0,1
1790,1790,5,8,5.0,0
1791,1791,2,10,2.0,1
1792,1792,5,2,3.5,0
1793,1793,2,9,5.0,1
1794,1794,2,8,3.5,1
1795,1795,1,1,2.5,0
1796,1796,4,4,4.0,0
1797,1797,3,0,4.5,0
1798,1798,4,10,2.5,1
1799,1799,3,10,3.0,1
1800,1800,1,5,1.0,1
1801,1801,5,10,3.5,1
1802,1802,2,6,-1.0,1
1803,1803,4,5,4.0,0
1804,1804,4,4,1.0,1
1805,1805,5,0,5.0,0
1806,1806,2,10,0.5,1
1807,1807,1,7,2.5,1
1808,1808,5,10,3.5,1
1809,1809,3,3,1.5,1
1810,1810,2,1,3.5,0
1811,1811,3,1,6.0,0
1812,1812,4,0,2.5,0
1813,1813,2,3,-1.0,1
1814,1814,5,2,5.0,0
1815,1815,4,0,2.5,0
1816,1816,1,3,1.0,1
1817,1817,3,8,3.0,1
1818,1818,2,10,0.5,1
1819,1819,3,5,1.5,1
1820,1820,1,0,2.5,0
1821,1821,3,6,3.0,1
1822,1822,5,4,5.0,0
1823,1823,3,3,3.0,1
1824,1824,4,1,4.0,0
1825,1825,2,8,2.0,1
1826,1826,2,10,0.5,1
1827,1827,5,7,6.5,0
1828,1828,2,4,2.0,1
1829,1829,3,0,1.5,0
1830,1830,1,1,2.5,0
1831,1831,1,1,4.0,0
1832,1832,4,0,4.0,0
1833,1833,4,9,4.0,1
1834,1834,3,8,4.5,0
1835,1835,5,4,5.0,0
1836,1836,1,8,1.0,1
1837,1837,5,4,2.0,1
1838,1838,5,9,8.0,0
1839,1839,5,3,5.0,0
1840,1840,2,3,2.0,1
1841,1841,2,10,0.5,1
1842,1842,1,1,-0.5,1
1843,1843,1,2,2.5,1
1844,1844,5,9,2.0,1
1845,1845,2,6,3.5,1
1846,1846,2,2,2.0,0
1847,1847,2,2,2.0,0
1848,1848,2,5,3.5,0
1849,1849,2,4,-1.0,1
1850,1850,5,9,6.5,0
1851,1851,2,0,3.5,0
1852,1852,4,2,2.5,0
1853,1853,4,4,2.5,1
1854,1854,4,10,2.5,1
1855,1855,4,6,5.5,0
1856,1856,1,1,2.5,0
1857,1857,2,6,2.0,1
